detection_id,image_name,image_width,image_height,object_class_id,object_class_name,bbox_left,bbox_top,bbox_right,bbox_bottom,confidence
567,183.jpg,1280,720,1002,stillage_close,1.0,272.0,86.0,383.0,95.11834979057312
568,183.jpg,1280,720,1002,stillage_close,449.0,307.0,581.0,404.0,97.54018783569336
569,184.jpg,1280,720,1013,l_klt_8210,1133.0,182.0,1264.0,267.0,53.963297605514526
570,184.jpg,1280,720,1013,l_klt_8210,1008.0,168.0,1026.0,259.0,54.72900867462158
571,184.jpg,1280,720,1002,stillage_close,753.0,1.0,939.0,62.0,59.40285921096802
572,184.jpg,1280,720,1002,stillage_close,748.0,131.0,921.0,317.0,62.610024213790894
573,184.jpg,1280,720,1013,l_klt_8210,1026.0,180.0,1173.0,259.0,67.5611674785614
574,184.jpg,1280,720,1002,stillage_close,335.0,2.0,500.0,150.0,68.00225377082825
575,184.jpg,1280,720,1003,stillage_open,0.0,62.0,98.0,309.0,71.92364931106567
576,184.jpg,1280,720,1003,stillage_open,737.0,0.0,930.0,320.0,75.39681196212769
577,184.jpg,1280,720,1013,l_klt_8210,1014.0,127.0,1231.0,217.0,89.96657729148865
578,184.jpg,1280,720,1013,l_klt_8210,1022.0,199.0,1259.0,317.0,91.09325408935547
579,184.jpg,1280,720,1003,stillage_open,83.0,3.0,398.0,227.0,91.67828559875488
580,184.jpg,1280,720,1003,stillage_open,0.0,125.0,314.0,424.0,94.19381618499756
581,185.jpg,1280,720,1003,stillage_open,805.0,226.0,1037.0,397.0,85.91537475585938
582,185.jpg,1280,720,1011,l_klt_4147,0.0,206.0,47.0,236.0,88.36014866828918
583,185.jpg,1280,720,1011,l_klt_4147,0.0,345.0,52.0,393.0,90.29547572135925
584,185.jpg,1280,720,1011,l_klt_4147,0.0,275.0,35.0,313.0,90.67781567573547
585,185.jpg,1280,720,1002,stillage_close,477.0,287.0,678.0,544.0,96.4334487915039
586,185.jpg,1280,720,1002,stillage_close,998.0,214.0,1236.0,388.0,97.23894000053406
587,186.jpg,1280,720,1003,stillage_open,124.0,109.0,386.0,278.0,78.3845841884613
588,186.jpg,1280,720,1003,stillage_open,135.0,259.0,393.0,440.0,96.53070569038391
589,186.jpg,1280,720,1003,stillage_open,750.0,188.0,950.0,341.0,96.59307599067688
590,186.jpg,1280,720,1003,stillage_open,0.0,268.0,196.0,448.0,96.84640765190125
591,187.jpg,1280,720,1002,stillage_close,1113.0,264.0,1279.0,701.0,54.342955350875854
592,187.jpg,1280,720,1011,l_klt_4147,680.0,304.0,732.0,321.0,76.95541381835938
593,187.jpg,1280,720,1011,l_klt_4147,686.0,253.0,735.0,269.0,78.98318767547607
594,187.jpg,1280,720,1013,l_klt_8210,65.0,279.0,168.0,310.0,84.83357429504395
595,187.jpg,1280,720,1011,l_klt_4147,9.0,350.0,48.0,375.0,85.90275049209595
596,187.jpg,1280,720,1011,l_klt_4147,77.0,228.0,129.0,248.0,86.62254214286804
597,187.jpg,1280,720,1011,l_klt_4147,673.0,347.0,725.0,367.0,88.30746412277222
598,187.jpg,1280,720,1011,l_klt_4147,91.0,401.0,144.0,424.0,90.35136103630066
599,187.jpg,1280,720,1002,stillage_close,604.0,392.0,846.0,585.0,98.01328778266907
600,188.jpg,1280,720,1011,l_klt_4147,456.0,438.0,515.0,457.0,53.758805990219116
601,188.jpg,1280,720,1011,l_klt_4147,221.0,406.0,253.0,438.0,54.830074310302734
602,188.jpg,1280,720,1011,l_klt_4147,423.0,387.0,458.0,409.0,62.221360206604004
603,188.jpg,1280,720,1002,stillage_close,2.0,602.0,93.0,718.0,62.651264667510986
604,188.jpg,1280,720,1011,l_klt_4147,605.0,386.0,652.0,408.0,65.21546244621277
605,188.jpg,1280,720,1011,l_klt_4147,229.0,402.0,291.0,427.0,65.49294590950012
606,188.jpg,1280,720,1011,l_klt_4147,253.0,418.0,291.0,446.0,66.15896224975586
607,188.jpg,1280,720,1011,l_klt_4147,423.0,438.0,469.0,459.0,67.800372838974
608,188.jpg,1280,720,1011,l_klt_4147,224.0,385.0,291.0,408.0,68.73723268508911
609,188.jpg,1280,720,1011,l_klt_4147,454.0,271.0,491.0,290.0,73.9259660243988
610,188.jpg,1280,720,1011,l_klt_4147,605.0,371.0,652.0,392.0,74.66983795166016
611,188.jpg,1280,720,1011,l_klt_4147,219.0,366.0,290.0,391.0,77.65189409255981
612,188.jpg,1280,720,1013,l_klt_8210,222.0,427.0,255.0,468.0,81.79629445075989
613,188.jpg,1280,720,1011,l_klt_4147,448.0,330.0,496.0,348.0,84.95389223098755
614,188.jpg,1280,720,1011,l_klt_4147,550.0,274.0,596.0,292.0,85.13065576553345
615,188.jpg,1280,720,1013,l_klt_8210,253.0,458.0,293.0,498.0,85.73569059371948
616,188.jpg,1280,720,1013,l_klt_8210,256.0,435.0,292.0,472.0,86.3351821899414
617,188.jpg,1280,720,1003,stillage_open,0.0,427.0,225.0,629.0,88.33523988723755
618,188.jpg,1280,720,1002,stillage_close,0.0,282.0,220.0,475.0,92.87382364273071
619,188.jpg,1280,720,1002,stillage_close,1038.0,440.0,1280.0,641.0,97.50480651855469
620,189.jpg,1280,720,1002,stillage_close,296.0,255.0,451.0,429.0,51.3056218624115
621,189.jpg,1280,720,1003,stillage_open,0.0,220.0,171.0,556.0,55.86230158805847
622,189.jpg,1280,720,1003,stillage_open,779.0,269.0,987.0,341.0,89.22156095504761
623,189.jpg,1280,720,1002,stillage_close,1.0,231.0,308.0,440.0,92.30541586875916
624,189.jpg,1280,720,1002,stillage_close,2.0,43.0,306.0,262.0,95.29592990875244
625,19.jpg,1280,720,1013,l_klt_8210,469.0,602.0,695.0,672.0,78.57877612113953
626,19.jpg,1280,720,1013,l_klt_8210,507.0,538.0,693.0,604.0,93.30720901489258
627,190.jpg,1280,720,1012,l_klt_6147,73.0,152.0,219.0,191.0,60.22103428840637
628,190.jpg,1280,720,1003,stillage_open,1194.0,221.0,1280.0,543.0,62.99847960472107
629,190.jpg,1280,720,1011,l_klt_4147,70.0,106.0,131.0,136.0,63.198691606521606
630,190.jpg,1280,720,1011,l_klt_4147,481.0,6.0,521.0,30.0,63.62981200218201
631,190.jpg,1280,720,1011,l_klt_4147,0.0,187.0,81.0,232.0,70.80603837966919
632,190.jpg,1280,720,1011,l_klt_4147,551.0,67.0,637.0,102.0,71.49767279624939
633,190.jpg,1280,720,1011,l_klt_4147,67.0,70.0,163.0,109.0,73.23694825172424
634,190.jpg,1280,720,1013,l_klt_8210,0.0,187.0,81.0,232.0,73.9557147026062
635,190.jpg,1280,720,1003,stillage_open,0.0,418.0,65.0,720.0,74.80891942977905
636,190.jpg,1280,720,1013,l_klt_8210,72.0,150.0,219.0,191.0,75.15231966972351
637,190.jpg,1280,720,1011,l_klt_4147,410.0,144.0,450.0,171.0,76.13316178321838
638,190.jpg,1280,720,1011,l_klt_4147,413.0,203.0,466.0,229.0,81.50031566619873
639,190.jpg,1280,720,1011,l_klt_4147,556.0,9.0,610.0,32.0,82.46544003486633
640,190.jpg,1280,720,1011,l_klt_4147,564.0,203.0,619.0,227.0,82.97768831253052
641,190.jpg,1280,720,1013,l_klt_8210,550.0,68.0,638.0,103.0,87.48300075531006
642,190.jpg,1280,720,1011,l_klt_4147,130.0,71.0,215.0,108.0,87.72627115249634
643,190.jpg,1280,720,1011,l_klt_4147,418.0,77.0,472.0,100.0,88.0705714225769
644,190.jpg,1280,720,1011,l_klt_4147,10.0,127.0,71.0,159.0,89.57967758178711
645,190.jpg,1280,720,1011,l_klt_4147,130.0,97.0,217.0,137.0,90.7501757144928
646,190.jpg,1280,720,1013,l_klt_8210,82.0,209.0,225.0,268.0,91.24028086662292
647,190.jpg,1280,720,1003,stillage_open,0.0,249.0,204.0,474.0,91.98036789894104
648,190.jpg,1280,720,1013,l_klt_8210,79.0,174.0,222.0,231.0,92.76087284088135
649,191.jpg,1280,720,1011,l_klt_4147,289.0,145.0,379.0,185.0,75.4489541053772
650,191.jpg,1280,720,1011,l_klt_4147,380.0,340.0,491.0,376.0,80.23282289505005
651,191.jpg,1280,720,1011,l_klt_4147,91.0,380.0,188.0,413.0,81.21700286865234
652,191.jpg,1280,720,1011,l_klt_4147,380.0,373.0,489.0,411.0,87.64243721961975
653,191.jpg,1280,720,1011,l_klt_4147,98.0,164.0,199.0,200.0,90.13549089431763
654,191.jpg,1280,720,1011,l_klt_4147,98.0,475.0,202.0,508.0,91.78742170333862
655,191.jpg,1280,720,1011,l_klt_4147,128.0,269.0,224.0,302.0,92.86889433860779
656,191.jpg,1280,720,1011,l_klt_4147,182.0,377.0,274.0,411.0,93.53452920913696
657,192.jpg,1280,720,1013,l_klt_8210,474.0,461.0,490.0,495.0,45.16868591308594
658,192.jpg,1280,720,1012,l_klt_6147,752.0,529.0,847.0,553.0,49.989232420921326
659,192.jpg,1280,720,1011,l_klt_4147,855.0,507.0,907.0,531.0,52.596068382263184
660,192.jpg,1280,720,1012,l_klt_6147,856.0,553.0,907.0,575.0,55.56156039237976
661,192.jpg,1280,720,1013,l_klt_8210,491.0,383.0,642.0,413.0,56.12635612487793
662,192.jpg,1280,720,1011,l_klt_4147,483.0,432.0,584.0,461.0,58.241069316864014
663,192.jpg,1280,720,1011,l_klt_4147,626.0,530.0,703.0,573.0,62.09473013877869
664,192.jpg,1280,720,1013,l_klt_8210,475.0,530.0,607.0,571.0,71.87765836715698
665,192.jpg,1280,720,1012,l_klt_6147,751.0,552.0,854.0,576.0,72.82474040985107
666,192.jpg,1280,720,1012,l_klt_6147,856.0,529.0,906.0,553.0,74.71482753753662
667,192.jpg,1280,720,1011,l_klt_4147,584.0,435.0,644.0,469.0,74.76451992988586
668,192.jpg,1280,720,1011,l_klt_4147,1208.0,527.0,1275.0,556.0,78.00374627113342
669,192.jpg,1280,720,1011,l_klt_4147,703.0,580.0,755.0,604.0,79.71479892730713
670,192.jpg,1280,720,1013,l_klt_8210,489.0,496.0,624.0,535.0,86.21230125427246
671,192.jpg,1280,720,1013,l_klt_8210,487.0,458.0,640.0,497.0,87.29748129844666
672,192.jpg,1280,720,1013,l_klt_8210,703.0,602.0,757.0,638.0,87.69892454147339
673,192.jpg,1280,720,1013,l_klt_8210,755.0,574.0,908.0,609.0,92.17060804367065
674,192.jpg,1280,720,1013,l_klt_8210,755.0,607.0,910.0,644.0,92.48361587524414
675,192.jpg,1280,720,1011,l_klt_4147,1219.0,608.0,1280.0,639.0,93.57509016990662
676,192.jpg,1280,720,1011,l_klt_4147,1227.0,430.0,1280.0,461.0,93.96974444389343
677,193.jpg,1280,720,1003,stillage_open,283.0,119.0,455.0,251.0,45.97040116786957
678,193.jpg,1280,720,1003,stillage_open,290.0,232.0,456.0,363.0,65.43262600898743
679,193.jpg,1280,720,1002,stillage_close,43.0,517.0,407.0,720.0,68.0329442024231
680,193.jpg,1280,720,1002,stillage_close,283.0,119.0,454.0,252.0,78.04551124572754
681,193.jpg,1280,720,1002,stillage_close,290.0,231.0,456.0,363.0,82.70815014839172
682,193.jpg,1280,720,1002,stillage_close,407.0,514.0,714.0,720.0,90.32243490219116
683,193.jpg,1280,720,1003,stillage_open,459.0,230.0,619.0,363.0,91.4846122264862
684,193.jpg,1280,720,1002,stillage_close,0.0,259.0,75.0,391.0,95.86737155914307
685,194.jpg,1280,720,1003,stillage_open,377.0,147.0,500.0,268.0,46.11102044582367
686,194.jpg,1280,720,1003,stillage_open,900.0,188.0,1220.0,461.0,48.398357629776
687,194.jpg,1280,720,1002,stillage_close,367.0,216.0,483.0,475.0,64.92407321929932
688,194.jpg,1280,720,1002,stillage_close,4.0,569.0,524.0,720.0,72.9987382888794
689,194.jpg,1280,720,1003,stillage_open,369.0,189.0,477.0,381.0,79.84834313392639
690,194.jpg,1280,720,1002,stillage_close,1163.0,115.0,1280.0,303.0,89.33579921722412
691,194.jpg,1280,720,1002,stillage_close,868.0,179.0,1062.0,385.0,91.31379723548889
692,194.jpg,1280,720,1003,stillage_open,897.0,19.0,1050.0,153.0,93.4267520904541
693,194.jpg,1280,720,1002,stillage_close,1073.0,210.0,1280.0,459.0,93.8565731048584
694,195.jpg,1280,720,1013,l_klt_8210,0.0,243.0,101.0,293.0,45.499175786972046
695,195.jpg,1280,720,1011,l_klt_4147,0.0,123.0,19.0,172.0,51.15107297897339
696,195.jpg,1280,720,1012,l_klt_6147,16.0,159.0,88.0,197.0,53.100818395614624
697,195.jpg,1280,720,1011,l_klt_4147,0.0,189.0,91.0,226.0,60.35703420639038
698,195.jpg,1280,720,1012,l_klt_6147,2.0,190.0,91.0,226.0,66.6445791721344
699,195.jpg,1280,720,1003,stillage_open,0.0,297.0,137.0,558.0,70.28412818908691
700,195.jpg,1280,720,1012,l_klt_6147,0.0,215.0,98.0,253.0,70.68967819213867
701,195.jpg,1280,720,1012,l_klt_6147,0.0,242.0,101.0,293.0,71.2714433670044
702,195.jpg,1280,720,1011,l_klt_4147,19.0,160.0,87.0,197.0,77.54883766174316
703,195.jpg,1280,720,1011,l_klt_4147,349.0,30.0,439.0,75.0,77.87706255912781
704,195.jpg,1280,720,1011,l_klt_4147,1048.0,193.0,1142.0,226.0,81.76708817481995
705,195.jpg,1280,720,1011,l_klt_4147,16.0,122.0,82.0,169.0,83.63860249519348
706,195.jpg,1280,720,1013,l_klt_8210,0.0,279.0,102.0,329.0,84.30855870246887
707,195.jpg,1280,720,1011,l_klt_4147,1085.0,18.0,1155.0,39.0,84.53778028488159
708,195.jpg,1280,720,1011,l_klt_4147,215.0,175.0,275.0,206.0,87.45031356811523
709,195.jpg,1280,720,1011,l_klt_4147,248.0,115.0,295.0,147.0,91.7288601398468
710,195.jpg,1280,720,1011,l_klt_4147,266.0,171.0,328.0,202.0,92.41616725921631
711,195.jpg,1280,720,1003,stillage_open,0.0,572.0,205.0,718.0,92.45361089706421
712,195.jpg,1280,720,1011,l_klt_4147,367.0,164.0,425.0,193.0,92.48631596565247
713,195.jpg,1280,720,1011,l_klt_4147,1062.0,77.0,1130.0,103.0,93.13852787017822
714,195.jpg,1280,720,1011,l_klt_4147,220.0,50.0,281.0,78.0,94.4002628326416
715,195.jpg,1280,720,1011,l_klt_4147,1064.0,131.0,1130.0,160.0,94.95187401771545
716,195.jpg,1280,720,1003,stillage_open,1006.0,213.0,1280.0,442.0,97.0523476600647
717,196.jpg,1280,720,1003,stillage_open,1.0,79.0,198.0,287.0,77.74884104728699
718,197.jpg,1280,720,1013,l_klt_8210,430.0,560.0,581.0,666.0,45.825764536857605
719,197.jpg,1280,720,1011,l_klt_4147,371.0,413.0,493.0,441.0,47.412651777267456
720,197.jpg,1280,720,1013,l_klt_8210,303.0,574.0,428.0,619.0,57.043856382369995
721,197.jpg,1280,720,1011,l_klt_4147,300.0,531.0,425.0,577.0,65.09484648704529
722,197.jpg,1280,720,1011,l_klt_4147,296.0,460.0,442.0,536.0,69.59975361824036
723,197.jpg,1280,720,1011,l_klt_4147,321.0,435.0,462.0,468.0,70.3640878200531
724,197.jpg,1280,720,1011,l_klt_4147,473.0,416.0,590.0,502.0,78.95708084106445
725,197.jpg,1280,720,1002,stillage_close,1218.0,244.0,1279.0,385.0,80.37937879562378
726,197.jpg,1280,720,1011,l_klt_4147,422.0,464.0,568.0,542.0,81.91320896148682
727,197.jpg,1280,720,1011,l_klt_4147,499.0,255.0,550.0,279.0,82.10124373435974
728,197.jpg,1280,720,1013,l_klt_8210,1.0,368.0,46.0,416.0,83.77109169960022
729,197.jpg,1280,720,1003,stillage_open,1057.0,245.0,1234.0,382.0,90.28225541114807
730,197.jpg,1280,720,1013,l_klt_8210,308.0,603.0,584.0,714.0,90.84462523460388
731,198.jpg,1280,720,1003,stillage_open,846.0,457.0,991.0,525.0,65.65580368041992
732,198.jpg,1280,720,1003,stillage_open,899.0,526.0,1280.0,720.0,71.0641622543335
733,198.jpg,1280,720,1002,stillage_close,846.0,456.0,991.0,526.0,73.96825551986694
734,198.jpg,1280,720,1003,stillage_open,76.0,543.0,325.0,720.0,87.56961822509766
735,198.jpg,1280,720,1002,stillage_close,264.0,475.0,462.0,633.0,97.01246619224548
736,198.jpg,1280,720,1002,stillage_close,409.0,459.0,583.0,601.0,97.95337915420532
737,199.jpg,1280,720,1011,l_klt_4147,893.0,425.0,954.0,454.0,63.77292275428772
738,199.jpg,1280,720,1003,stillage_open,1034.0,627.0,1279.0,719.0,69.36673521995544
739,199.jpg,1280,720,1011,l_klt_4147,841.0,420.0,931.0,449.0,70.08818984031677
740,199.jpg,1280,720,1011,l_klt_4147,793.0,417.0,870.0,444.0,83.7652862071991
741,199.jpg,1280,720,1011,l_klt_4147,820.0,619.0,978.0,680.0,90.755295753479
742,199.jpg,1280,720,1011,l_klt_4147,718.0,500.0,812.0,538.0,91.65359735488892
743,199.jpg,1280,720,1011,l_klt_4147,764.0,506.0,863.0,547.0,95.38308382034302
744,2.jpg,1280,720,1013,l_klt_8210,1077.0,609.0,1263.0,668.0,94.39968466758728
745,2.jpg,1280,720,1013,l_klt_8210,1073.0,569.0,1263.0,621.0,95.73915004730225
746,20.jpg,1280,720,1013,l_klt_8210,834.0,581.0,915.0,625.0,60.20638346672058
747,20.jpg,1280,720,1012,l_klt_6147,835.0,580.0,914.0,625.0,81.96194767951965
748,20.jpg,1280,720,1013,l_klt_8210,822.0,623.0,911.0,685.0,85.00917553901672
749,200.jpg,1280,720,1003,stillage_open,538.0,228.0,926.0,502.0,58.64383578300476
750,200.jpg,1280,720,1013,l_klt_8210,701.0,260.0,828.0,310.0,66.36187434196472
751,200.jpg,1280,720,1013,l_klt_8210,822.0,256.0,1018.0,311.0,70.26095390319824
752,200.jpg,1280,720,1002,stillage_close,258.0,239.0,601.0,487.0,74.81354475021362
753,200.jpg,1280,720,1002,stillage_close,537.0,0.0,928.0,258.0,95.30606865882874
754,201.jpg,1280,720,1002,stillage_close,1173.0,146.0,1280.0,260.0,92.38066077232361
755,201.jpg,1280,720,1002,stillage_close,471.0,206.0,727.0,398.0,93.46294403076172
756,201.jpg,1280,720,1002,stillage_close,732.0,194.0,908.0,319.0,97.38146662712097
757,202.jpg,1280,720,1011,l_klt_4147,545.0,207.0,604.0,281.0,67.74578094482422
758,202.jpg,1280,720,1011,l_klt_4147,207.0,77.0,299.0,113.0,68.53469014167786
759,202.jpg,1280,720,1012,l_klt_6147,1016.0,311.0,1243.0,380.0,70.24995684623718
760,202.jpg,1280,720,1013,l_klt_8210,655.0,660.0,1055.0,720.0,77.43515968322754
761,202.jpg,1280,720,1011,l_klt_4147,228.0,280.0,286.0,313.0,83.12698006629944
762,202.jpg,1280,720,1011,l_klt_4147,227.0,249.0,286.0,284.0,87.08140254020691
763,202.jpg,1280,720,1013,l_klt_8210,1016.0,349.0,1098.0,434.0,93.51177215576172
764,202.jpg,1280,720,1011,l_klt_4147,215.0,196.0,291.0,240.0,93.90136003494263
765,202.jpg,1280,720,1011,l_klt_4147,231.0,397.0,303.0,450.0,94.1502034664154
766,202.jpg,1280,720,1002,stillage_close,1052.0,85.0,1227.0,193.0,94.91512179374695
767,202.jpg,1280,720,1002,stillage_close,1046.0,183.0,1217.0,297.0,95.12125253677368
768,202.jpg,1280,720,1013,l_klt_8210,1097.0,322.0,1280.0,418.0,95.44293284416199
769,202.jpg,1280,720,1013,l_klt_8210,1093.0,381.0,1280.0,479.0,96.61602973937988
770,203.jpg,1280,720,1013,l_klt_8210,556.0,534.0,1263.0,716.0,63.40176463127136
771,203.jpg,1280,720,1003,stillage_open,0.0,0.0,491.0,508.0,86.53457164764404
772,204.jpg,1280,720,1002,stillage_close,1016.0,106.0,1273.0,291.0,47.75630235671997
773,204.jpg,1280,720,1002,stillage_close,861.0,351.0,1221.0,657.0,61.32890582084656
774,204.jpg,1280,720,1011,l_klt_4147,125.0,496.0,233.0,577.0,79.91650700569153
775,204.jpg,1280,720,1003,stillage_open,1155.0,230.0,1280.0,408.0,88.73743414878845
776,204.jpg,1280,720,1002,stillage_close,1008.0,256.0,1253.0,439.0,89.47360515594482
777,204.jpg,1280,720,1003,stillage_open,1019.0,106.0,1270.0,292.0,89.64644074440002
778,204.jpg,1280,720,1011,l_klt_4147,89.0,329.0,168.0,386.0,90.06766676902771
779,204.jpg,1280,720,1011,l_klt_4147,160.0,322.0,238.0,377.0,93.15402507781982
780,204.jpg,1280,720,1011,l_klt_4147,13.0,238.0,96.0,290.0,93.87824535369873
781,204.jpg,1280,720,1011,l_klt_4147,87.0,231.0,167.0,283.0,94.11783218383789
782,204.jpg,1280,720,1011,l_klt_4147,185.0,401.0,262.0,461.0,94.68517899513245
783,204.jpg,1280,720,1011,l_klt_4147,117.0,412.0,195.0,471.0,95.75756192207336
784,205.jpg,1280,720,1003,stillage_open,1213.0,514.0,1280.0,718.0,47.87837862968445
785,205.jpg,1280,720,1011,l_klt_4147,947.0,371.0,1007.0,393.0,53.28975319862366
786,205.jpg,1280,720,1011,l_klt_4147,342.0,280.0,419.0,302.0,64.97023105621338
787,205.jpg,1280,720,1011,l_klt_4147,996.0,458.0,1067.0,499.0,73.61102104187012
788,205.jpg,1280,720,1013,l_klt_8210,343.0,280.0,428.0,302.0,78.84847521781921
789,205.jpg,1280,720,1011,l_klt_4147,344.0,395.0,400.0,416.0,85.02482175827026
790,205.jpg,1280,720,1011,l_klt_4147,226.0,216.0,276.0,236.0,85.4833722114563
791,205.jpg,1280,720,1011,l_klt_4147,248.0,393.0,308.0,417.0,86.4686667919159
792,205.jpg,1280,720,1011,l_klt_4147,961.0,376.0,1050.0,403.0,86.84016466140747
793,205.jpg,1280,720,1013,l_klt_8210,0.0,413.0,49.0,461.0,89.99204635620117
794,205.jpg,1280,720,1011,l_klt_4147,213.0,278.0,272.0,299.0,90.87095856666565
795,205.jpg,1280,720,1013,l_klt_8210,0.0,388.0,49.0,433.0,91.52214527130127
796,205.jpg,1280,720,1011,l_klt_4147,196.0,340.0,247.0,363.0,93.04316639900208
797,205.jpg,1280,720,1003,stillage_open,642.0,421.0,929.0,668.0,97.37181663513184
798,206.jpg,1280,720,1003,stillage_open,813.0,559.0,890.0,718.0,53.7808895111084
799,206.jpg,1280,720,1013,l_klt_8210,1091.0,104.0,1219.0,170.0,68.12989115715027
800,206.jpg,1280,720,1003,stillage_open,844.0,112.0,1278.0,712.0,68.8366711139679
801,206.jpg,1280,720,1013,l_klt_8210,1068.0,168.0,1214.0,238.0,81.13823533058167
802,207.jpg,1280,720,1003,stillage_open,761.0,496.0,980.0,696.0,77.16111540794373
803,208.jpg,1280,720,1003,stillage_open,0.0,353.0,579.0,720.0,80.59954047203064
804,208.jpg,1280,720,1003,stillage_open,643.0,163.0,852.0,298.0,81.96202516555786
805,208.jpg,1280,720,1002,stillage_close,82.0,158.0,344.0,340.0,89.86627459526062
806,208.jpg,1280,720,1002,stillage_close,0.0,164.0,160.0,396.0,94.83229517936707
807,208.jpg,1280,720,1003,stillage_open,1009.0,385.0,1279.0,717.0,95.45513987541199
808,209.jpg,1280,720,1003,stillage_open,1179.0,356.0,1278.0,490.0,48.54153394699097
809,209.jpg,1280,720,1002,stillage_close,927.0,329.0,1213.0,556.0,58.76222848892212
810,209.jpg,1280,720,1003,stillage_open,793.0,363.0,969.0,565.0,60.84181070327759
811,209.jpg,1280,720,1002,stillage_close,641.0,413.0,911.0,683.0,75.91273188591003
812,209.jpg,1280,720,1002,stillage_close,1176.0,348.0,1277.0,565.0,85.57283878326416
813,209.jpg,1280,720,1002,stillage_close,922.0,202.0,1132.0,367.0,88.18622827529907
814,209.jpg,1280,720,1003,stillage_open,447.0,228.0,625.0,370.0,95.67654728889465
815,209.jpg,1280,720,1002,stillage_close,598.0,209.0,750.0,336.0,96.6674268245697
816,209.jpg,1280,720,1002,stillage_close,491.0,387.0,746.0,632.0,96.82114124298096
817,21.jpg,1280,720,1003,stillage_open,1086.0,566.0,1280.0,720.0,50.13159513473511
818,210.jpg,1280,720,1003,stillage_open,0.0,674.0,141.0,720.0,45.708051323890686
819,210.jpg,1280,720,1002,stillage_close,723.0,561.0,1062.0,720.0,51.11158490180969
820,210.jpg,1280,720,1002,stillage_close,0.0,478.0,154.0,690.0,94.25280094146729
821,211.jpg,1280,720,1011,l_klt_4147,1067.0,302.0,1184.0,337.0,47.70094156265259
822,211.jpg,1280,720,1003,stillage_open,581.0,283.0,742.0,354.0,54.72068190574646
823,211.jpg,1280,720,1011,l_klt_4147,831.0,334.0,907.0,377.0,55.87223768234253
824,211.jpg,1280,720,1003,stillage_open,452.0,295.0,652.0,441.0,57.67306685447693
825,211.jpg,1280,720,1002,stillage_close,266.0,330.0,471.0,488.0,60.03701686859131
826,211.jpg,1280,720,1013,l_klt_8210,1150.0,304.0,1245.0,334.0,65.80958962440491
827,211.jpg,1280,720,1003,stillage_open,265.0,328.0,474.0,486.0,69.44647431373596
828,211.jpg,1280,720,1003,stillage_open,575.0,286.0,829.0,454.0,71.31339907646179
829,211.jpg,1280,720,1003,stillage_open,369.0,347.0,628.0,550.0,71.95566892623901
830,211.jpg,1280,720,1011,l_klt_4147,984.0,298.0,1118.0,343.0,76.78031325340271
831,211.jpg,1280,720,1002,stillage_close,369.0,348.0,628.0,549.0,78.44292521476746
832,211.jpg,1280,720,1011,l_klt_4147,916.0,302.0,1054.0,348.0,81.09571933746338
833,211.jpg,1280,720,1002,stillage_close,929.0,202.0,1135.0,299.0,81.17744326591492
834,211.jpg,1280,720,1011,l_klt_4147,833.0,294.0,973.0,348.0,82.26268291473389
835,212.jpg,1280,720,1002,stillage_close,497.0,92.0,777.0,336.0,90.58204889297485
836,213.jpg,1280,720,1003,stillage_open,1096.0,204.0,1278.0,363.0,53.89871597290039
837,213.jpg,1280,720,1012,l_klt_6147,352.0,597.0,716.0,720.0,69.5866048336029
838,213.jpg,1280,720,1002,stillage_close,79.0,81.0,720.0,600.0,74.69140887260437
839,213.jpg,1280,720,1002,stillage_close,915.0,224.0,1115.0,375.0,89.91644978523254
840,214.jpg,1280,720,1002,stillage_close,1178.0,141.0,1280.0,618.0,78.85624170303345
841,214.jpg,1280,720,1002,stillage_close,1203.0,4.0,1280.0,174.0,88.07591795921326
842,215.jpg,1280,720,1003,stillage_open,17.0,323.0,225.0,595.0,73.0550765991211
843,216.jpg,1280,720,1002,stillage_close,742.0,524.0,779.0,635.0,46.27155363559723
844,216.jpg,1280,720,1003,stillage_open,147.0,518.0,395.0,720.0,84.97520685195923
845,216.jpg,1280,720,1002,stillage_close,404.0,523.0,570.0,718.0,93.6167299747467
846,217.jpg,1280,720,1013,l_klt_8210,1264.0,341.0,1280.0,371.0,67.82469749450684
847,217.jpg,1280,720,1011,l_klt_4147,1133.0,203.0,1180.0,229.0,71.28836512565613
848,217.jpg,1280,720,1013,l_klt_8210,822.0,404.0,931.0,456.0,78.69869470596313
849,217.jpg,1280,720,1002,stillage_close,0.0,657.0,457.0,720.0,79.23020124435425
850,217.jpg,1280,720,1003,stillage_open,378.0,437.0,654.0,672.0,84.59009528160095
851,217.jpg,1280,720,1011,l_klt_4147,1049.0,390.0,1104.0,418.0,89.95692729949951
852,217.jpg,1280,720,1011,l_klt_4147,1216.0,208.0,1273.0,232.0,90.07784128189087
853,217.jpg,1280,720,1011,l_klt_4147,1123.0,335.0,1168.0,365.0,90.55162072181702
854,217.jpg,1280,720,1011,l_klt_4147,1077.0,269.0,1136.0,295.0,90.8647894859314
855,217.jpg,1280,720,1013,l_klt_8210,699.0,384.0,828.0,452.0,93.27177405357361
856,217.jpg,1280,720,1002,stillage_close,672.0,455.0,935.0,702.0,95.13587355613708
857,22.jpg,1280,720,1013,l_klt_8210,356.0,621.0,927.0,720.0,85.34607291221619
858,22.jpg,1280,720,1013,l_klt_8210,922.0,552.0,1027.0,594.0,86.71226501464844
